Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot,NoStopwords
1930,Born Reckless,American,"Andrew Bennison, John Ford","Edmund Lowe, Catherine Dale Owen, Frank Albertson","drama, crime",https://en.wikipedia.org/wiki/Born_Reckless_(1930_film),"A gangster, Louis Beretti, gets caught involved in a jewelry heist and taken to see the judge. The war has begun and hoping to use the publicity to get re-elected, the judge offers Louis and his two buddies, the choice of going to jail, or signing up to fight in the war - if they prove themselves, he will throw away their arrests.
Louis makes it home from the war (one of his buddies was killed), and opens up a night club downtown that becomes very successful. His employees are former members of his gang, and he maintains contact with ""Big"", still a gangster.
Louis falls for the sister of his buddy who was killed in the war, but she already has plans to marry. He tells her nevertheless, that if she ever needs him, she should call and he will come. When her baby is kidnapped (her husband is away), she does call for Louis and he realizes that the kidnapping has been done by ""Big"" and the gang. Louis goes to save the baby and confront those of the gang who have taken part in the kidnapping. Shots are exchanged.
After he returns the baby to his mother, Louis goes back to his nightclub where ""Big"" is waiting. They talk of old times though they realize they will need to shoot it out, which they do...","gangster Louis Beretti get catch involved jewelry heist take judge war begin hope use publicity elect judge offer Louis buddy choice go jail sign fight war prove throw away arrest 
 Louis make home war buddy kill open night club downtown successful employee member gang maintain contact big gangster 
 Louis fall sister buddy kill war plan marry tell need come baby kidnap husband away Louis realize kidnapping big gang Louis go save baby confront gang take kidnapping shot exchange 
 return baby mother Louis go nightclub big wait talk old time realize need shoot"
1930,Borrowed Wives,American,Frank R. Strayer,"Rex Lease, Vera Reynolds",comedy,https://en.wikipedia.org/wiki/Borrowed_Wives,"Peter Foley (Rex Lease) is a beneficiary of his grandfather, who leaves him $800,000 in his will, on the condition that he gets married. Peter is very interested in getting the money, especially since he has debts, and plans to marry Alice Blake (Vera Reynolds) as soon as she arrives from Kansas City. He plans to take her to his Uncle Henry's (Charles Sellon) home before midnight to actually get the inheritance. The uncle needs to see the girl whom Peter is about to marry before he will turn over the money.
Alice's airplane is delayed, though. Parker (Sam Hardy), Peter's creditor, insists that his own girl friend, Julia (Nita Martan), pose as Peter's wife in the meantime. Alice is informed by Joe Blair (Robert Livingston), a man who is secretly interested in marrying Alice himself, that Peter is actually married to Julia. Alice agrees to marry Joe if this is true. Peter and Julia are pursued by Bull (Paul Hurst), a motorcycle policeman who loves Julia. Further complications arise at Uncle Henry's, when lawyer Winstead (Harry Todd), who is found bound and gagged, agrees to marry them. The uncle, revealed to be posing as a paralytic, is exposed as a villain, but Peter and Alice are ultimately married before the last hour appointed in the will.","Peter Foley Rex Lease beneficiary grandfather leave $ 800,000 condition get married Peter interested get money especially debt plan marry Alice Blake Vera Reynolds soon arrive Kansas City plan Uncle Henry Charles Sellon home midnight actually inheritance uncle need girl Peter marry turn money 
 Alice airplane delay Parker Sam Hardy Peter creditor insist girl friend Julia Nita Martan pose Peter wife meantime Alice inform Joe Blair Robert Livingston man secretly interested marry Alice Peter actually marry Julia Alice agree marry Joe true Peter Julia pursue Bull Paul Hurst motorcycle policeman love Julia complication arise Uncle Henry lawyer Winstead Harry Todd find bind gag agree marry uncle reveal pose paralytic expose villain Peter Alice ultimately married hour appoint"
1930,The Boudoir Diplomat,American,Malcolm St. Clair,"Betty Compson, Mary Duncan",comedy,https://en.wikipedia.org/wiki/The_Boudoir_Diplomat,Ian Keith plays a French military attaché in Madrid who romantically pursues the wives of various government officials. Betty Compson and Mary Duncan play the objects of his attention.,Ian Keith play french military attaché Madrid romantically pursue wife government official Betty Compson Mary Duncan play object attention
1930,Bride of the Regiment,American,John Francis Dillon,"Vivienne Segal, Walter Pidgeon",musical,https://en.wikipedia.org/wiki/Bride_of_the_Regiment,"The film takes place during a period in which Austria controlled Italy during the Austro-Italian War of 1830. Colonel Vultow, played by Walter Pidgeon, leader of Austrian cavalry regiment, is sent to Italy to put down a revolt led by the Lombardian aristocracy. Vultow decides to go to the castle of Count Adrian Beltrami, played by Allan Prior, one of the leaders of the revolution. This happens to be Beltrami's wedding day. As he is emerging from the church following his wedding to Countess Anna-Marie (Vivienne Segal), Beltrami learns that Colonel Vultow is quickly approaching the town in search of him. At the behest of his bride, Beltrami flees the castle, but he asks Tangy, a silhouette cutter, to impersonate him and protect Anna-Marie. When Adrian returns in disguise, he is introduced to Vultow as a singer and silhouette cutter, and when the count demands he create a silhouette, he enlists Tangy's aid. The deception is discovered, and Vultow sentences Adrian to death by a firing squad unless Anna-Marie submits to his sexual demands.
Eager to save her husband, Anna-Marie shows a portrait of her great-grandmother to Vultow and explains why the woman is wearing only an ermine cloak. Her ancestor once killed a man to protect her honor, and the countess fears she will be forced to do the same. The painting comes to life and Anna-Marie's great-grandmother steps down from the frame and embraces Vultow, now drunk on champagne. He falls asleep and dreams Anna-Marie willingly gives herself to him, and when he awakens, he orders Adrian to be freed in the mistaken belief Anna-Marie is now his. When Vultow receives news that the Italian troops are advancing, he departs, and the count and countess are reunited.
The film was full of so much Pre-Code humor that it ran into censorship problems in many areas.[2] The film drew large crowds in Chicago where it played as an ""Adults Only"" feature. The soundtrack reveals some amazingly suggestive dialogue. In one sequence, Myrna Loy (playing a depraved dancer named Sophie) finds out Vultow (Walter Pidgeon) who had previously fallen for her charms and made love to her has met with Anna-Marie (Vivienne Segal) and fallen for her charms and has completely forgotten about her. Sophie declares ""I'll get him back! I'll dance until his blood is steaming!"" and proceeds to begin a smoldering dance number on top of a long dinner table in a very seductive manner in an attempt to lure back Vultow from the charms of Anna-Marie. In another scene, Vultow has a conversation with Anna-Marie. He believes he has had sexual relations with her during the previous night. In reality, however, he dozed off after drinking too much liquor and dreamed the entire episode. The conversation runs as follows:","film take place period Austria control Italy Austro Italian War 1830 Colonel Vultow play Walter Pidgeon leader austrian cavalry regiment send Italy revolt lead lombardian aristocracy Vultow decide castle Count Adrian Beltrami play Allan Prior leader revolution happen Beltrami wedding day emerge church follow wedding Countess Anna Marie Vivienne Segal Beltrami learn Colonel Vultow quickly approach town search behest bride Beltrami flee castle ask Tangy silhouette cutter impersonate protect Anna Marie adrian return disguise introduce Vultow singer silhouette cutter count demand create silhouette enlist Tangy aid deception discover Vultow sentence Adrian death fire squad Anna Marie submit sexual demand 
 Eager save husband Anna Marie show portrait great grandmother Vultow explain woman wear ermine cloak ancestor kill man protect honor countess fear force painting come life Anna Marie great grandmother step frame embrace Vultow drunk champagne fall asleep dream Anna Marie willingly give awaken order Adrian free mistaken belief Anna Marie Vultow receive news italian troop advance depart count countess reunite 
 film Pre Code humor run censorship problem areas.[2 film draw large crowd Chicago play Adults feature soundtrack reveal amazingly suggestive dialogue sequence Myrna Loy play depraved dancer name Sophie find Vultow Walter Pidgeon previously fall charm love meet Anna Marie Vivienne Segal fall charm completely forget Sophie declare dance blood steam proceed begin smolder dance number long dinner table seductive manner attempt lure Vultow charm Anna Marie scene Vultow conversation Anna Marie believe sexual relation previous night reality doze drink liquor dream entire episode conversation run follow"
1930,Bright Lights,American,Michael Curtiz,"James Murray, Noah Beery, Dorothy Mackaill",musical,https://en.wikipedia.org/wiki/Bright_Lights_(1930_film),"Successful actress Louanne (Dorothy Mackaill) is about to marry a rich man instead of the man she really loves, Wally Dean (Frank Fay). As the film begins, Louanne is giving her last performance as she plans to retire once she is married. A group of reporters comes to interview Louanne and while she tells them a story which she thinks is appropriate for a soon-to-be wife of a wealthy socialite, the scene flashes back to her actual past.
It is revealed that Louanne was once a dancer at a low-class cafe. Portuguese smuggler Miguel Parada (Noah Beery), took an interest in her and attempted to force his affections on her. Wally Dean, who was, even then, her constant companion, manages to escape with her from the cafe as a riot is about to start. Another flashback shows Wally as a barker at a carnival with Louanne as a dancer. Again Wally saves Louanne from an imminent riot. Back in the present, Louanne continues to lie to the reporters and tell them about her genteel background.
Fish (Frank McHugh), one of the reporters, does not believe her story but says nothing. When Louanne returns to the stage to resume her performance, Miguel, who happens to be in the audience, recognizes her and goes to her dressing room because he has some ""unfinished business"" with her. Louanne enters her dressing room and is shocked to find Miguel. Wally soon appears and pretends he has a gun to intimidate Miguel; he gives the ""gun"" to Connie Lamont (James Murray) because he has to go on stage. While Connie is guarding Miguel, a fight erupts between the two and Miguel reveals that he has a real gun. In the struggle for it, Miguel is shot and he dies.
When the police arrive, Wally tries to convince the police that Miguel committed suicide to save Louanne from a scandal before her marriage. Louanne's friend Peggy (Inez Courtney) also gives false testimony to save her. The police remain unconvinced until the reporter, Fish, gives false testimony that he actually saw Miguel pull the trigger. Louanne is cleared and realizes that she really loves Wally. She cancels her engagement to her rich fiancé and is united with Wally.","successful actress Louanne Dorothy Mackaill marry rich man instead man love Wally Dean Frank Fay film begin Louanne give performance plan retire married group reporter come interview Louanne tell story think appropriate soon wife wealthy socialite scene flash actual past 
 reveal Louanne dancer low class cafe portuguese smuggler Miguel Parada Noah Beery take interest attempt force affection Wally Dean constant companion manage escape cafe riot start flashback show Wally barker carnival Louanne dancer Wally save Louanne imminent riot present Louanne continue lie reporter tell genteel background 
 Fish Frank McHugh reporter believe story say Louanne return stage resume performance Miguel happen audience recognize go dressing room unfinished business Louanne enter dressing room shock find Miguel wally soon appear pretend gun intimidate Miguel give gun Connie Lamont James Murray stage Connie guard Miguel fight erupt Miguel reveal real gun struggle Miguel shoot die 
 police arrive Wally try convince police Miguel commit suicide save Louanne scandal marriage Louanne friend Peggy Inez Courtney give false testimony save police remain unconvinced reporter Fish give false testimony actually see Miguel pull trigger Louanne clear realize love Wally cancel engagement rich fiancé unite Wally"
1930,Call of the Flesh,American,Charles Brabin,"Ramón Novarro, Dorothy Jordan, Ernest Torrence",musical,https://en.wikipedia.org/wiki/Call_of_the_Flesh,"In Seville, Spain, a cantina is located across the street from San Agustín convent. At the convent, postulant Maria Consuelo Vargas (Dorothy Jordan) receives a visit from her brother, Captain Enrique Vargas (Russell Hopton). They have not seen each other in seven years, as he has been stationed in Africa. During the intervening time, their mother has died, which left Maria alone in the world, until she entered the convent. Enrique is thrilled that she will soon be married to God. Maria is enthralled by the music that comes from across the street – implying that she wants to explore life outside the convent - but Enrique prefers that she remain behind the safety of the convent walls, as he considers the outside world evil.
After Enrique leaves, Maria peers over the convent walls to watch Juan de Dios (Ramon Novarro) perform at the cantina. Later in the set, Juan sings and dances with his partner, Lola (Renée Adorée). After the set, Juan flirts with some female customers, which irks Lola. Juan walks Lola home, during which time he treats her badly, knowing that she is in love with him, and thus will tolerate the abuse.
At home, Juan meets with his music teacher, Esteban (Ernest Torrence). Esteban believes Juan has the makings of a great singer like he himself once was. Esteban squandered away his fame and fortune by reckless behavior – the same reckless behavior Juan now exhibits – which he is trying to steer Juan away from. If his old contacts will listen, Esteban plans to take Juan to Madrid so that he can truly become a great serious singer under the management of one of the great impresarios.
After a day outing at the market where he steals some oranges and some cloth and thus is trying to escape from the police, Juan runs into Maria in a private courtyard, she who he has never met. She has escaped from the convent and is stealing a dress from a clothes line to replace her convent garb. She leaves a token for the dress. She recognizes him. As she tells him she has no home, he, who is immediately attracted to her, takes her home with him. Maria eventually tells Juan that she has escaped from the convent to find “him”, as she has always been drawn to the magic that is his singing. Then, Lola shows up. Juan is able to make her go away without knowing that Maria is there.
Esteban believes Maria to be nothing more than a street harlot, but Juan is able to convince him that she is a child of God. Juan then tells Esteban that they will indeed go to Madrid, and bring Maria along as their housekeeper.
At the convent, Enrique is trying to find Maria. The Mother Superior (Nance O'Neil) tells him that as Maria had not yet taken her vows, she was free to leave. Maria being drawn to music may provide a clue as to her whereabouts. Then, Lola arrives – she has found a convent garment in Juan’s room, the garment which Enrique and the Mother Superior recognize as Maria’s. Enrique vows to travel to Madrid to kill Juan.
In Madrid, Juan, Esteban and Maria rent a three-bedroom flat that is managed by a music aficionado, La Rumbarita (Mathilde Comont). A once great singer used to reside there, which they all believe is karma. Later at the audition with impresario Mischa, Juan displays his arrogant attitude about what he sees as the greatness of his singing. Although the audition is technically sound, Mischa tells Juan that he has no soul in his singing, and that he needs to have his heart broken to achieve true greatness. As such, Mischa, will not accept him as a client. After Juan storms out in disgust, Esteban negotiates payment – all the money that he has - to Mischa to take Juan on as a client in lower level musical events, Juan not to know the financial arrangement. Mischa happily agrees, seeing this arrangement as a windfall.
Back at the flat, Juan, angry about Mischa’s assessment, takes it out on Maria by berating her. But seeing how loyal she is to him, Juan changes his tune and declares his undying love for her. They embrace. Later, he visits a priest to make arrangements for their marriage. As Juan tells Esteban and La Rumbarita of the wedding, they go off to buy items for an engagement celebration party, but not before Esteban is able to tell Juan that Mischa has arranged for him to sing Pagliacci that evening. Juan is excited, but believes that Mischa has just come to his senses, not knowing about Esteban and Mischa’s financial arrangement.
While Juan is alone at the flat, Enrique tracks Juan down, ready to kill him. Although they initially argue about the situation with Maria, Enrique, with a little help from Lola, is able to convince Juan to send Maria back to the convent, as his act of love is stealing her away from her vow to God, and that she would always be seen as harlot if they were to get married, thus sending her to eternal damnation. Knowing that Maria will not go willingly, Juan convinces Maria that he no longer loves her as he has reconciled with Lola. A tearful Maria, now believing the outside world is evil as Enrique once said, leaves with her brother back to Seville and San Agustín.
Despite Juan’s broken heart, Esteban is able to convince Juan to proceed with the performance of Pagliacci by telling him the truth about his and Mischa’s financial arrangement. Juan’s performance ends up being a triumph, with Juan emotionally spent after it. Mischa remarks that this Juan and the Juan at the audition are two totally different people. Mischa now wants to sign a legitimate contract with Juan. Regardless, Juan does not recover emotionally. As Esteban takes him back to Seville, Juan is bedridden, dying from a broken heart. Seeing what is happening to Juan, Lola decides to go to the convent to tell Maria the truth about their deception, which Lola now knows will lead to certain death for both Juan and Maria of broken hearts. Maria rushes to Juan’s side, the two who enter into a loving embrace.","Seville Spain cantina locate street San Agustín convent convent postulant Maria Consuelo Vargas Dorothy Jordan receive visit brother Captain Enrique Vargas Russell Hopton see seven year station Africa intervene time mother die leave Maria world enter convent Enrique thrill soon married God Maria enthral music come street imply want explore life outside convent Enrique prefer remain safety convent wall consider outside world evil 
 Enrique leave Maria peer convent wall watch Juan de Dios Ramon Novarro perform cantina later set Juan sing dance partner Lola Renée Adorée set Juan flirt female customer irk Lola Juan walk Lola home time treat badly know love tolerate abuse 
 home Juan meet music teacher Esteban Ernest Torrence Esteban believe Juan making great singer like Esteban squander away fame fortune reckless behavior reckless behavior Juan exhibit try steer Juan away old contact listen Esteban plan Juan Madrid truly great singer management great impresarios 
 day out market steal orange cloth try escape police Juan run Maria private courtyard meet escape convent steal dress clothe line replace convent garb leave token dress recognize tell home immediately attract take home Maria eventually tell Juan escape convent find draw magic singing Lola show Juan able away know Maria 
 Esteban believe Maria street harlot Juan able convince child God Juan tell Esteban Madrid bring Maria housekeeper 
 convent Enrique try find Maria Mother Superior Nance O'Neil tell Maria take vow free leave Maria draw music provide clue whereabout Lola arrive find convent garment Juan ’s room garment Enrique Mother Superior recognize Maria ’s enrique vow travel Madrid kill Juan 
 Madrid Juan Esteban Maria rent bedroom flat manage music aficionado La Rumbarita Mathilde Comont great singer reside believe karma later audition impresario Mischa Juan display arrogant attitude see greatness singing audition technically sound Mischa tell Juan soul singing need heart break achieve true greatness Mischa accept client Juan storm disgust esteban negotiate payment money Mischa Juan client low level musical event Juan know financial arrangement Mischa happily agree see arrangement windfall 
 flat Juan angry Mischa ’s assessment take Maria berate see loyal Juan change tune declare undying love embrace later visit priest arrangement marriage Juan tell Esteban La Rumbarita wedding buy item engagement celebration party Esteban able tell Juan Mischa arrange sing Pagliacci evening Juan excited believe Mischa come sense know Esteban Mischa ’s financial arrangement 
 Juan flat enrique track Juan ready kill initially argue situation Maria Enrique little help Lola able convince Juan send Maria convent act love steal away vow God see harlot marry send eternal damnation know Maria willingly Juan convince Maria longer love reconcile Lola tearful Maria believe outside world evil Enrique say leave brother Seville San Agustín 
 despite Juan ’s broken heart Esteban able convince Juan proceed performance Pagliacci tell truth Mischa ’s financial arrangement Juan ’s performance end triumph Juan emotionally spend Mischa remark Juan Juan audition totally different people Mischa want sign legitimate contract Juan regardless Juan recover emotionally Esteban take Seville Juan bedridden die broken heart see happen Juan Lola decide convent tell Maria truth deception Lola know lead certain death Juan Maria broken heart Maria rush Juan ’s enter loving embrace"
1930,The Case of Sergeant Grischa,American,Herbert Brenon,"Chester Morris, Betty Compson",drama,https://en.wikipedia.org/wiki/The_Case_of_Sergeant_Grischa_(film),"Sergeant Grischa Paprotkin of the Imperial Russian Army has been captured by the Imperial German Army during World War I, and is interned in a Prisoner-of-war camp. When his chance comes to escape, he takes it, ending up staying with a young Russian refugee, Babka. However, after a time, he longs to return to his home in Russia. Babka, even though she has fallen in love with him, agrees to help him. Since he cannot travel under his real name, being an escaped POW, Babka obtains the credentials of a dead Russian soldier, Bjuscheff.
After leaving Babka's, on his way back to his home in Russia, he stops at a friend of Babka's, who lives in Mervinsk. When a German soldier arrives at the house, Grischa hides in the basement. As he is about to leave, the soldier notices the Russian soldier's cap which Grischa has dropped on his way to the cellar. Grischa is captured, after which it is discovered that his false identity is that of a Russian spy, for which he is sentenced to execution.
While in captivity, Grischa's real identity is uncovered, but the German command refuses to reverse his sentence. Babka and her friends make plans to help him escape once again, at the same time as a powerful general in the German army, von Lychow, hears about his case and decides to intercede on his behalf. Grischa refuses the help of Babka, putting his trust with von Lychow. When von Lychow meets with the German Commander-in-Chief, General Schieffenzahn, they argue over Grischa's case, von Lychow pleading for leniency, while Schieffenzahn wanting the execution to go forward as soon as possible. They end their argument without seeing eye-to-eye, but after von Lychow departs, Schieffenzahn changes his mind and sends an order to cancel the execution. However, a storm has caused the wires to be down, and the message never arrives. Grischa is executed by firing squad.","Sergeant Grischa Paprotkin Imperial Russian Army capture imperial german Army World War intern Prisoner war camp chance come escape take end stay young russian refugee Babka time long return home Russia babka fall love agree help travel real escape POW Babka obtain credential dead russian soldier Bjuscheff 
 leave Babka way home Russia stop friend Babka live Mervinsk german soldier arrive house Grischa hide basement leave soldier notice russian soldier cap Grischa drop way cellar Grischa capture discover false identity russian spy sentence execution 
 captivity Grischa real identity uncover german command refuse reverse sentence babka friend plan help escape time powerful general german army von Lychow hear case decide intercede behalf Grischa refuse help Babka put trust von Lychow von Lychow meet german Commander Chief General Schieffenzahn argue Grischa case von Lychow plead leniency Schieffenzahn want execution forward soon possible end argument see eye eye von Lychow depart Schieffenzahn change mind send order cancel execution storm cause wire message arrive Grischa execute fire squad"
1930,Chasing Rainbows,American,Charles Reisner,"Bessie Love, Charles King",musical,https://en.wikipedia.org/wiki/Chasing_Rainbows_(1930_film),"Carlie and Terry constitute a vaudeville team in a traveling musical show; also in the company are Eddie, the stage manager; Bonnie, a comedian; and Polly, the wardrobe mistress. Terry's habit of constantly falling in love with the leading lady causes him to marry Daphne, a two-timing songstress. When he finds her with another man, Terry threatens to kill himself, but his little partner reassures him that ""Happy Days Are Here Again,"" and the show goes on.",Carlie Terry constitute vaudeville team travel musical company Eddie stage manager Bonnie comedian Polly wardrobe mistress Terry habit constantly fall love lead lady cause marry Daphne timing songstress find man Terry threaten kill little partner reassure Happy day go
1930,Check and Double Check,American,Melville W. Brown,"Freeman F. Gosden, Charles J. Correll, Duke Ellington",comedy,https://en.wikipedia.org/wiki/Check_and_Double_Check,"Amos and Andy run the ""Fresh Air Taxicab Company, Incorporated"", so named because their one taxi has no top. Their old vehicle has broken down, causing a traffic jam. Stuck in the traffic jam are John Blair and his wife, who were on their way to meet an old family friend at the train station, Richard Williams. When the Blairs do not show up, he makes his own way to their house, where he meets their daughter, Jean, who was also his childhood sweetheart. The two reignite their old flame, much to the chagrin of Ralph Crawford, who has been attempting to woo Jean himself.
That night, prior to attending a meeting at their lodge, the Mystic Knights of the Sea, they are hired to transport Duke Ellington and His Cotton Club band to a party being given at the Blair estate. While they are on their way, Richard is confiding to John Blair his feelings for his daughter, and also stating that he has no intention of pursuing Jean unless he can afford to start his own business to support them. After the death of his father, Richard's family lost all their money. He has come up to New York because his grandfather used to own a large home in Harlem, and he hopes to be able to find the deed to it, in order to sell it for the money needed to start his business. He thinks the deed must be hidden somewhere on the property itself. Unknown to Blair or Richard, is that Ralph is eavesdropping on their conversation.
After his discussion with Blair, Richard runs into Amos and Andy, who used to work for his father down south, and they are all happy to see one another. Having delivered their fare, the two cab drivers rush back to town to attend their lodge meeting. The lodge has an annual tradition where a pair of members must spend a night in a haunted house in Harlem, and find a document labeled, ""Check and Double Check"". Once they find it, they are to replace it, in a different location, with their own version, for the lodge members to find the following year. The haunted house in question in none other than the house previously owned by Richard's grandfather.
As Amos and Andy are searching for their document, Ralph is also in the house with several of his cohorts, searching for the deed, in order to thwart Richard's chances with Jean. Amos and Andy find their document, but then realize they did not bring any other paper to write their message on and secrete for their lodge brothers. In searching for something to write on, they stumble on the deed to premises. As they are about to write their message on the back, they are interrupted by Ralph and his friends, who believe that the two have found the deed. In the confusion which ensues, the cab drivers hand over what everyone believes is the deed, before they scamper out of the building. However, when they return to the lodge, they realize that they had given the Check and Double Check paper to Ralph, instead of the dead. They do not know the importance of the document they have, but they recognized Richard's grandfather's signature on it, and intend to deliver it to Richard the following day.
After failing to find the deed, a heartbroken Richard leaves for the railway station, intending to return home. Amos and Andy arrive at the Blair house too late to give him the deed, but race to the station and are able to hand over the deed just before Richard's train leaves. Now with the deed, Richard can sell the house, open his business, and marry Jean.","Amos Andy run Fresh Air Taxicab Company Incorporated name taxi old vehicle break cause traffic jam stick traffic jam John Blair wife way meet old family friend train station Richard Williams Blairs make way house meet daughter Jean childhood sweetheart reignite old flame chagrin Ralph Crawford attempt woo Jean 
 night prior attend meeting lodge Mystic Knights Sea hire transport Duke Ellington Cotton Club band party give Blair estate way Richard confide John Blair feeling daughter state intention pursue Jean afford start business support death father Richard family lose money come New York grandfather large home Harlem hope able find deed order sell money need start business think deed hide property unknown Blair Richard Ralph eavesdrop conversation 
 discussion Blair Richard run Amos Andy work father south happy have deliver fare cab driver rush town attend lodge meeting lodge annual tradition pair member spend night haunted house Harlem find document label check double check find replace different location version lodge member find following year haunted house question house previously own Richard grandfather 
 Amos Andy search document Ralph house cohort search deed order thwart Richard chance Jean Amos Andy find document realize bring paper write message secrete lodge brother search write stumble deed premise write message interrupt Ralph friend believe find deed confusion ensue cab driver hand believe deed scamper building return lodge realize give Check double Check paper Ralph instead dead know importance document recognize Richard grandfather signature intend deliver Richard follow day 
 fail find deed heartbroken Richard leave railway station intend return home Amos Andy arrive Blair house late deed race station able hand deed Richard train leave deed Richard sell house open business marry Jean"
1930,Children of Pleasure,American,Harry Beaumont,"Lawrence Gray, Wynne Gibson",musical comedy,https://en.wikipedia.org/wiki/Children_of_Pleasure,"Danny, an acclaimed singer and songwriter, falls in love with a socialite girl who is just playing around. He doesn't realize that his girl-Friday is the one he really loves until it is almost too late. Although he is awestruck by high society, he overhears the girl's admission that she is stringing him along just in time to avoid marriage. Danny is notably Jewish, and among the issues the movie raises is his temptation to assimilate into the larger culture.
The film is an adaptation of a play that riffed on the real-life relationship between songwriter Irving Berlin and Long Island socialite Ellin Mackay, which was all over the gossip columns in the late 1920s. Mackay's millionaire father cut her off and did not speak to her for years because, after a long courtship, she married Berlin, who was Jewish. (Unlike the fickle debutante in the film, Mackay stayed with Berlin, and their marriage lasted over sixty years.)
The film is played against a theatrical backdrop, and contains many songs and production numbers.","Danny acclaimed singer songwriter fall love socialite girl play realize girl Friday love late awestruck high society overhear girl admission string time avoid marriage Danny notably jewish issue movie raise temptation assimilate large culture 
 film adaptation play riffed real life relationship songwriter Irving Berlin Long Island socialite Ellin Mackay gossip column late 1920 Mackay millionaire father cut speak year long courtship marry Berlin jewish unlike fickle debutante film Mackay stay Berlin marriage last year 
 film play theatrical backdrop contain song production number"
1930,Conspiracy,American,Christy Cabanne,"Ned Sparks, Bessie Love, George Irving",drama,https://en.wikipedia.org/wiki/Conspiracy_(1930_film),"After their father is killed, brother and sister Margaret and Victor Holt devote themselves to bringing down the drug gang responsible for his death. Victor rises to become an attorney in the district attorney's office, and eventually Margaret wangles her way into becoming the secretary for James (Marco) Morton, the head of the drug ring. When Morton discovers Margaret's true identity, he contrives a plot to lure her brother into a trap and kill him.
Margaret learns of the plot and rushes to save her brother. In the ensuing melee, she kills Morton in her attempt to save Victor, who is also seemingly killed. Afraid of being convicted of murder, she flees the scene. In hiding, she becomes friends with a mystery author, Winthrop Clavering, and a reporter, John Howell, the truth about the murder is revealed, and it is discovered that Victor was not killed, but is being held prisoner by the drug ring. Victor is rescued, and Margaret and John develop a romantic relationship.","father kill brother sister Margaret Victor Holt devote bring drug gang responsible death victor rise attorney district attorney office eventually Margaret wangle way secretary James Marco Morton head drug ring Morton discover Margaret true identity contrive plot lure brother trap kill 
 Margaret learn plot rush save brother ensue melee kill Morton attempt save Victor seemingly kill afraid convict murder flee scene hiding friend mystery author Winthrop Clavering reporter John Howell truth murder reveal discover Victor kill hold prisoner drug ring Victor rescue Margaret John develop romantic relationship"
1930,Courage,American,Archie Mayo,"Belle Bennett, Marian Nixon, Blanche Friderici",drama,https://en.wikipedia.org/wiki/Courage_(1930_film),"Bennett plays Mary Colbrook, the widowed mother of seven children living in Sioux City, Iowa. She moves with them to Cambridge, Massachusetts to educate her children with culture and give them every advantage.
Mary, who is unversed in financial matters, soon faces poverty for herself and her children. She takes out a loan from an unscrupulous lender, James Rudlin, who neglects to ask her for collateral. Mary is later only able to partially pay her creditors.
Muriel, Mary's eldest daughter, is shocked by her mother's actions and attempts to sacrifice herself to Rudlin to clear her mother's obligations, although she is engaged to marry a well-to-do Harvard undergraduate. A stern aunt appears and is hell bent on taking her brother's children away from their mother. The aunt manages to turn Bennett's children against their mother, with the exception of her son, Bill, who, fortuitously, inherits the fortune of a neighbouring spinster which allows Mary to be reunited with the rest of her children. Mary discovers noble qualities in Rudlin and agrees to become his future wife.","Bennett play Mary Colbrook widowed mother seven child live Sioux City Iowa move Cambridge Massachusetts educate child culture advantage 
 Mary unversed financial matter soon face poverty child take loan unscrupulous lender James Rudlin neglect ask collateral Mary later able partially pay creditor 
 Muriel Mary eld daughter shock mother action attempt sacrifice Rudlin clear mother obligation engage marry Harvard undergraduate stern aunt appear hell bent take brother child away mother aunt manage turn Bennett child mother exception son Bill fortuitously inherit fortune neighbouring spinster allow Mary reunite rest child Mary discover noble quality Rudlin agree future wife"
